#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa80325e66e0   2672              0x86c              0x804 EtwRegistration  
0xfffffa80325e5070   2672              0x874              0x804 EtwRegistration  
0xfffffa8031eedc90   2672              0x878           0x1f0003 Event            
0xfffffa8031ec24d0   2672              0x87c           0x1f0001 ALPC Port        
0xfffffa8032568d00   2672              0x880           0x1f0003 Event            
0xfffffa80325e5580   2672              0x884           0x1f0003 Event            
0xfffffa8031f17060   2672              0x888           0x1fffff Thread           TID 2672 PID 837907464
0xfffff8a005649630   2672              0x88c            0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\PROTOCOL_CATALOG9
0xfffffa80325be380   2672              0x890           0x1f0003 Event            
0xfffff8a0005a6270   2672              0x894            0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAMETERS\NAMESPACE_CATALOG5
0xfffffa80320d1aa0   2672              0x89c           0x1f0003 Event            
0xfffffa8031f3f220   2672              0x8a0           0x120089 File             \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0xfffffa80325be670   2672              0x8a4           0x1f0003 Event            
0xfffffa80325be4d0   2672              0x8ac           0x1f0003 Event            
0xfffffa80325794b0   2672              0x8b0           0x1f0003 Event            
0xfffffa8031d888f0   2672              0x8b4           0x1f0003 Event            
0xfffffa803135cdc0   2672              0x8b8           0x1f0003 IoCompletion     
0xfffffa8031669d00   2672              0x8bc            0xf00ff TpWorkerFactory  
0xfffffa8031669d00   2672              0x8c0            0xf00ff TpWorkerFactory  
0xfffffa803135cc70   2672              0x8c4              0x804 EtwRegistration  
0xfffffa8032432c70   2672              0x8c8           0x1f0003 Event            
0xfffffa80325687f0   2672              0x8cc           0x1fffff Thread           TID 2672 PID 844532632
0xfffffa80325687f0   2672              0x8d0               0x10 Thread           TID 2672 PID 844532632
0xfffffa8032579530   2672              0x8d4           0x1f0003 Event            
0xfffffa80325795b0   2672              0x8d8           0x1f0003 Event            
0xfffffa803181e950   2672              0x8dc           0x1f0001 ALPC Port        
0xfffffa80325875b0   2672              0x8e0           0x1f0003 Event            
0xfffffa8032568d80   2672              0x8e4           0x1f0003 Event            
0xfffffa80325687f0   2672              0x8e8               0x10 Thread           TID 2672 PID 844532632
0xfffffa803174b490   2672              0x8ec           0x1f0003 Timer            
0xfffffa80325687f0   2672              0x8f0               0x10 Thread           TID 2672 PID 844532632
0xfffffa8031880060   2672              0x8f4           0x1f0003 Event            
0xfffffa80325687f0   2672              0x8f8               0x10 Thread           TID 2672 PID 844532632
0xfffffa803140c060   2672              0x8fc           0x1f0003 Event            
0xfffffa80325687f0   2672              0x900               0x10 Thread           TID 2672 PID 844532632
0xfffffa8033204070   2672              0x904           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa80325d9880   2672              0x908              0x804 EtwRegistration  
0xfffffa8033634510   2672              0x90c              0x804 EtwRegistration  
0xfffffa80313ddc80   2672              0x910              0x804 EtwRegistration  
0xfffffa8031331c10   2672              0x914              0x804 EtwRegistration  
0xfffffa80313dd070   2672              0x918              0x804 EtwRegistration  
0xfffffa80313dd180   2672              0x91c              0x804 EtwRegistration  
0xfffffa80311a2860   2672              0x920           0x1f0003 Event            
0xfffffa8031ef8060   2672              0x924               0x10 Thread           TID 2672 PID 837780488
0xfffffa8031e798d0   2672              0x928              0x804 EtwRegistration  
0xfffffa8031ef8060   2672              0x92c               0x10 Thread           TID 2672 PID 837780488
0xfffffa8031e6bee0   2672              0x930              0x804 EtwRegistration  
0xfffffa803168b6e0   2672              0x934           0x1f0003 Event            
0xfffffa8031e3f540   2672              0x938           0x1f0003 Event            
0xfffff8a005731510   2672              0x93c               0x10 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS SEARCH\CRAWLSCOPEMANAGER\WINDOWS\SYSTEMINDEX\SEARCHROOTS
0xfffffa8031ef8060   2672              0x940               0x10 Thread           TID 2672 PID 837780488
0xfffffa80325ef240   2672              0x944              0x804 EtwRegistration  
0xfffffa80325ef310   2672              0x948           0x1f0003 Event            
0xfffffa803124d350   2672              0x94c              0x804 EtwRegistration  
0xfffffa80316cb660   2672              0x950           0x1f0003 Event            
0xfffffa80324e0070   2672              0x954           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8031f2fa20   2672              0x958           0x1f0001 ALPC Port        
0xfffffa80325d8270   2672              0x95c              0x804 EtwRegistration  
0xfffffa8031f17060   2672              0x960           0x100000 Thread           TID 2672 PID 837907464
0xfffffa80325824e0   2672              0x964           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8032388eb0   2672              0x968              0x804 EtwRegistration  
0xfffffa8032582780   2672              0x96c           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8031ea0880   2672              0x970           0x100000 Thread           TID 2208 PID 837422120
0xfffffa8031677f00   2672              0x974              0x804 EtwRegistration  
0xfffffa803146a9a0   2672              0x978          0x21f0003 Event            
0xfffffa8031678b00   2672              0x97c              0x804 EtwRegistration  
0xfffffa8031678860   2672              0x980              0x804 EtwRegistration  
0xfffffa80316785c0   2672              0x984              0x804 EtwRegistration  
0xfffffa8031678320   2672              0x988              0x804 EtwRegistration  
0xfffffa8031678240   2672              0x98c              0x804 EtwRegistration  
0xfffffa8031488dd0   2672              0x990              0x804 EtwRegistration  
0xfffffa8031488b30   2672              0x994              0x804 EtwRegistration  
0xfffffa8031488890   2672              0x998              0x804 EtwRegistration  
0xfffffa80314885f0   2672              0x99c              0x804 EtwRegistration  
0xfffffa8031488350   2672              0x9a0              0x804 EtwRegistration  
0xfffffa8031488270   2672              0x9a4              0x804 EtwRegistration  
0xfffffa8031420dd0   2672              0x9a8              0x804 EtwRegistration  
0xfffffa8031420b30   2672              0x9ac              0x804 EtwRegistration  
0xfffffa8031420890   2672              0x9b0              0x804 EtwRegistration  
0xfffffa80314205f0   2672              0x9b4              0x804 EtwRegistration  
0xfffffa8031420350   2672              0x9b8              0x804 EtwRegistration  
0xfffffa8031420270   2672              0x9bc              0x804 EtwRegistration  
0xfffffa8031442dd0   2672              0x9c0              0x804 EtwRegistration  
0xfffffa803164a4f0   2672              0x9c4           0x1f0003 Event            
0xfffffa803164a470   2672              0x9c8           0x1f0003 Event            
0xfffffa803164a820   2672              0x9cc           0x1f0003 Event            
0xfffffa803164c060   2672              0x9d0           0x1f0003 Event            
0xfffffa803164c130   2672              0x9d4           0x1f0003 Event            
0xfffffa8031442810   2672              0x9d8           0x1fffff Thread           TID 2672 PID 826551224
0xfffffa803164a570   2672              0x9dc           0x1f0003 Event            
0xfffffa80316b99d0   2672              0x9e0           0x100003 Event            
0xfffffa80321662d0   2672              0x9e4           0x1f0003 Event            
0xfffffa803141a460   2672              0x9e8           0x100003 Event            
0xfffffa803167eb10   2672              0x9ec              0x804 EtwRegistration  
0xfffffa80316553e0   2672              0x9f0              0x804 EtwRegistration  
0xfffffa8031655270   2672              0x9f4              0x804 EtwRegistration  
0xfffffa8031655190   2672              0x9f8              0x804 EtwRegistration  
0xfffffa8032478970   2672              0x9fc           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffff8a00585dd90   2672              0xa04               0x10 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\HOMEGROUP\SHARINGINPROGRESS
0xfffffa8031f01810   2672              0xa08           0x1f0003 Event            
0xfffff8a004a05800   2672              0xa0c               0x10 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\HOMEGROUP\PRINTERS
0xfffffa80314626b0   2672              0xa10           0x1f0003 Event            
0xfffffa80314625b0   2672              0xa14           0x1f0003 Event            ResetHomeGroupPrintersEvent_{013B2540-1B1D-4D1D-B4BE-AEF97059D7D0}
0xfffffa803169e060   2672              0xa18           0x100003 Semaphore        
0xfffffa803169ef00   2672              0xa1c           0x100003 Semaphore        
0xfffffa803164a070   2672              0xa20              0x804 EtwRegistration  
0xfffffa803169ef90   2672              0xa24              0x804 EtwRegistration  
0xfffffa8032148640   2672              0xa28           0x1f0003 Event            
0xfffffa80323c6960   2672              0xa2c           0x100081 File             \Device\HarddiskVolume1\Users\Warren\Links
0xfffffa8032127aa0   2672              0xa30           0x1f0003 Event            
0xfffffa8031437b70   2672              0xa34           0x1f0003 Event            
0xfffffa80316afe50   2672              0xa38           0x100003 Event            
0xfffffa803143afe0   2672              0xa3c           0x1f0003 Event            
0xfffffa8031e703d0   2672              0xa40           0x1f0001 Mutant           
0xfffffa80317a2940   2672              0xa48           0x100003 Event            
0xfffffa8031aad740   2672              0xa4c           0x1f0003 Event            
0xfffffa8031e9a650   2672              0xa50           0x1f0001 Mutant           
0xfffffa80320d7070   2672              0xa54              0x804 EtwRegistration  
0xfffffa8031ef8060   2672              0xa58               0x10 Thread           TID 2672 PID 837780488
0xfffffa803165cf50   2672              0xa5c           0x1f0003 Event            
0xfffffa8033411e20   2672              0xa60           0x100003 Event            
0xfffffa8031ea8a10   2672              0xa6c           0x1f0003 Event            
0xfffffa80316e6860   2672              0xa70              0x804 EtwRegistration  
0xfffffa8031ef0070   2672              0xa74           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8032449950   2672              0xa78           0x1f0001 ALPC Port        
0xfffffa8032756a80   2672              0xa7c           0x100003 Event            
0xfffffa80317dc670   2672              0xa80           0x1f0001 ALPC Port        
0xfffffa80326e6670   2672              0xa84           0x100081 File             \Device\HarddiskVolume1\Users\Warren\Favorites
0xfffffa803184acb0   2672              0xa88           0x1f0003 Event            
0xfffffa803253c500   2672              0xa90           0x1f0003 Event            
0xfffffa8031e9a700   2672              0xa94           0x1f0001 Mutant           
0xfffffa8031815970   2672              0xa98           0x1f0003 Event            
0xfffffa803183de10   2672              0xa9c           0x1f0001 Mutant           
0xfffffa803183dd90   2672              0xaa0           0x1f0003 Event            
0xfffffa8031f2aad0   2672              0xaa8           0x100003 Event            
0xfffffa80317d1d10   2672              0xaac           0x1f0003 Event            
0xfffffa8031e3dcd0   2672              0xab0           0x1f0001 Mutant           
0xfffffa8031e77970   2672              0xab4           0x1f0003 Event            
0xfffffa8031e98a70   2672              0xab8           0x1f0001 Mutant           
0xfffffa8031e3dc50   2672              0xabc           0x1f0003 Event            
0xfffffa80327e0340   2672              0xac0           0x100003 Event            
0xfffff8a0044aaea0   2672              0xac4                0x6 Section          windows_shell_global_counters
0xfffffa8031841c20   2672              0xac8           0x1f0003 Event            
0xfffffa8031846d10   2672              0xacc           0x1f0003 Event            
0xfffffa8031859190   2672              0xad0           0x100003 Event            
0xfffffa8033961890   2672              0xad4           0x100003 Event            
0xfffff8a00ba05800   2672              0xad8                0x6 Section          windows_ie_global_counters
0xfffffa80317de960   2672              0xadc           0x1f0003 Event            
0xfffffa80317d8070   2672              0xae0           0x1f0001 ALPC Port        
0xfffffa80317e9c60   2672              0xae4           0x1f0003 Event            
0xfffffa8031788d10   2672              0xae8           0x1f0003 Event            
0xfffff8a00ba05800   2672              0xaec                0x6 Section          windows_ie_global_counters
0xfffffa8032556b50   2672              0xaf0           0x100000 Thread           TID 3464 PID 844459768
0xfffffa80338232c0   2672              0xaf4           0x100003 Event            
0xfffffa803328f060   2672              0xaf8           0x1fffff Thread           TID 2672 PID 858321928
0xfffffa8031808f20   2672              0xafc           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa803185f550   2672              0xb00           0x1f0001 Mutant           
0xfffffa8031835bf0   2672              0xb04           0x1f0003 Event            
0xfffffa803185f4b0   2672              0xb08           0x1f0001 Mutant           
0xfffffa8031e2f550   2672              0xb0c           0x1f0003 Event            
0xfffffa8031e53290   2672              0xb10              0x804 EtwRegistration  
0xfffffa80325cb7d0   2672              0xb14           0x1f0003 Event            
0xfffffa80318221c0   2672              0xb18           0x100003 Event            
0xfffffa80318197b0   2672              0xb1c           0x100003 Event            
0xfffffa8031802920   2672              0xb20           0x100003 Event            
0xfffffa8031827b00   2672              0xb24           0x100002 Event            
0xfffffa8033890460   2672              0xb28           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Local\Microsoft\Windows\WER\ERC
